Sub_Category,Category,Product_Name,Total_Sales,Total_Profit,Total_Quantity,Avg_Days_to_Ship,Total_Orders
Binders,Office Supplies,GBC Plastic Binding Combs,172.70000000000002,59.77,30,3.1,10
Fasteners,Office Supplies,OIC Binder Clips,128.16,60.14,38,3.857142857142857,7
Machines,Technology,Hewlett-Packard 300S Scientific Calculator,131.1,60.3,10,5.5,2
Storage,Office Supplies,Sensible Storage WireTech Storage Systems,1746.1099999999997,60.35,25,3.3333333333333335,6
Paper,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",125.84,60.4,13,4.2,5
Appliances,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,432.43,60.43,35,3.625,8
Furnishings,Furniture,Eldon 500 Class Desk Accessories,197.95000000000002,60.480000000000004,17,3.3333333333333335,6
Paper,Office Supplies,Xerox 1936,155.84,60.53,9,2,3
Paper,Office Supplies,Xerox 1959,133.59999999999997,60.64999999999999,21,3.8333333333333335,6
Paper,Office Supplies,Xerox 222,134.79,60.65,22,5.285714285714286,7
Paper,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.89000000000001,60.89999999999999,24,4,10
Paper,Office Supplies,Xerox 220,145.14999999999998,60.91,25,3.75,8
Furnishings,Furniture,Artistic Insta-Plaque,156.79999999999998,61.160000000000004,10,3.6666666666666665,3
Storage,Office Supplies,Space Solutions Commercial Steel Shelving,1228.3500000000001,61.44,19,4.166666666666667,6
Furnishings,Furniture,DAX Black Cherry Wood-Tone Poster Frame,455.44,61.44000000000001,24,3.625,8
Paper,Office Supplies,Xerox 1977,130.93,61.45,20,4.166666666666667,6
Furnishings,Furniture,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",366.13,61.489999999999995,11,1.6666666666666667,3
Bookcases,Furniture,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1176.3799999999999,61.54,8,5.333333333333333,3
Paper,Office Supplies,Xerox 1888,177.54,62.14,4,5,1
Phones,Technology,Samsung Convoy 3,221.98,62.15,2,2,1
Furnishings,Furniture,Luxo Adjustable Task Clamp Lamp,390.9,62.190000000000005,5,4.5,2
Storage,Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",338.12,62.660000000000004,24,3.7142857142857144,7
Accessories,Technology,Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,207.9,62.78,11,4.666666666666667,6
Paper,Office Supplies,Xerox 203,143.85000000000002,62.980000000000004,24,5.5,6
Phones,Technology,Ooma Telo VoIP Home Phone System,1007.9100000000001,63,10,3.6666666666666665,3
Art,Office Supplies,Stanley Contemporary Battery Pencil Sharpeners,293.70000000000005,63.010000000000005,24,4,4
Bookcases,Furniture,"Sauder Facets Collection Library, Sky Alder Finish",1068.63,63.260000000000005,7,2,3
Appliances,Office Supplies,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,219.84,63.75,12,4.333333333333333,3
Envelopes,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",176.29,63.75,13,4.5,2
Storage,Office Supplies,Eldon Fold 'N Roll Cart System,301.97,63.75,24,5,5
Paper,Office Supplies,Xerox 23,141.26000000000002,63.75999999999999,23,3.6666666666666665,6
Tables,Furniture,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",851.15,63.839999999999996,7,5,2
Chairs,Furniture,"Global Leather Task Chair, Black",1448.8500000000001,63.889999999999986,19,3.375,8
Appliances,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,569.54,64.07,4,3,1
Binders,Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",287.87,64.14,39,3.9,10
Appliances,Office Supplies,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,422.49999999999994,64.25,11,3,3
Labels,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,153.51000000000002,64.41,23,4.857142857142857,7
Paper,Office Supplies,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),169.82999999999998,64.59,32,4.125,8
Machines,Technology,Texas Instruments TI-34 Scientific Calculator,204.51,64.65,12,3.6666666666666665,3
Accessories,Technology,Kingston Digital DataTraveler 16GB USB 2.0,477.9299999999999,64.68,57,4.153846153846154,13
Phones,Technology,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",739.81,64.74,25,4.1,10
Envelopes,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",146.69,64.86000000000001,21,3.5,8
Paper,Office Supplies,Astroparche Fine Business Paper,144.67000000000002,65.05,29,4,6
Paper,Office Supplies,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",160.34000000000003,65.13999999999999,19,4,4
Paper,Office Supplies,Southworth 100% Cotton The Best Paper,151.54,65.44,15,3.6666666666666665,3
Furnishings,Furniture,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",249.31,65.45,6,4.666666666666667,3
Furnishings,Furniture,Magnifier Swing Arm Lamp,251.76000000000002,65.46,12,4.2,5
Paper,Office Supplies,Xerox 1903,138.74,65.53999999999999,24,4.5,6
Accessories,Technology,Belkin F8E887 USB Wired Ergonomic Keyboard,563.8100000000001,66.27,21,4.375,8
Chairs,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",4321.080000000001,66.31,29,4.222222222222222,9
Art,Office Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,278.6,66.37,7,4,3
Binders,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,215.10999999999999,66.69000000000001,35,4.1,10
Bookcases,Furniture,O'Sullivan 3-Shelf Heavy-Duty Bookcases,508.73,66.86,10,3,3
Binders,Office Supplies,GBC Durable Plastic Covers,338.63000000000005,66.94000000000001,26,3.7142857142857144,7
Accessories,Technology,Micropad Numeric Keypads,291.85,66.96,15,4.25,4
Paper,Office Supplies,Southworth 25% Cotton Linen-Finish Paper & Envelopes,166.7,67.05,20,5.25,4
Accessories,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",184.54000000000002,67.11000000000001,30,3.8333333333333335,6
Machines,Technology,Canon PC170 Desktop Personal Copier,575.82,67.18,6,5,2
Tables,Furniture,Bevis 36 x 72 Conference Tables,1717.97,67.23,17,3.2,5
Phones,Technology,GE 30522EE2,231.98,67.27,2,5,1
Appliances,Office Supplies,Fellowes Mighty 8 Compact Surge Protector,344.58,67.3,19,4.166666666666667,6
Paper,Office Supplies,Xerox 217,151.63,67.38,25,4.125,8
Paper,Office Supplies,Xerox 1948,149.85000000000002,67.43,15,4,3
Storage,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1802.88,67.62,14,3.75,4
Storage,Office Supplies,Fellowes Super Stor/Drawer,477.3,67.72,18,2.5,4
Storage,Office Supplies,X-Rack File for Hanging Folders,318.38,67.74,30,4,9
Supplies,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,279.3,67.78,32,4,8
Appliances,Office Supplies,Holmes Odor Grabber,357.61999999999995,67.79,30,3.75,8
Art,Office Supplies,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,234.24,67.94,16,4.25,4
Appliances,Office Supplies,Harmony Air Purifier,189,68.04,1,4,1
Bookcases,Furniture,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",681.4100000000001,68.13,12,3.2,5
Art,Office Supplies,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.77999999999997,68.37,31,3.1666666666666665,6
Paper,Office Supplies,Xerox 192,142.56,68.42,22,4.333333333333333,6
Paper,Office Supplies,Xerox 1993,147.74,68.44,24,4,8
Furnishings,Furniture,Hand-Finished Solid Wood Document Frame,260.15,68.47,8,3.3333333333333335,3
Phones,Technology,Clarity 53712,752.2800000000001,68.64,14,3.75,4
Labels,Office Supplies,Avery 499,176.29000000000002,68.71,40,4.818181818181818,11
Paper,Office Supplies,Xerox 1905,146.45000000000002,68.94,23,4.4,5
Furnishings,Furniture,"Career Cubicle Clock, 8 1/4"", Black",194.69,68.95,10,5.666666666666667,3
Paper,Office Supplies,Xerox 1917,146.73,68.96,3,3,1
Paper,Office Supplies,Xerox 1880,163.01999999999998,69.11,5,4.666666666666667,3
Paper,Office Supplies,Xerox 1935,168.82999999999998,69.12,7,2.5,2
Paper,Office Supplies,Xerox 205,150.34,69.46,24,3.25,4
Furnishings,Furniture,"Contract Clock, 14"", Brown",272.55,69.47,14,5.5,4
Bookcases,Furniture,O'Sullivan 5-Shelf Heavy-Duty Bookcases,376.91999999999996,69.65,5,3.3333333333333335,3
Chairs,Furniture,Global Executive Mid-Back Manager's Chair,2007.7599999999998,69.84,9,3,3
Art,Office Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,444.61,69.99000000000001,23,4,6
Phones,Technology,GE DSL Phone Line Filter,495.88,69.99000000000001,15,4.5,4
Copiers,Technology,Canon PC-428 Personal Copier,599.97,70,5,5,1
Copiers,Technology,Canon Imageclass D680 Copier / Fax,839.99,70,2,2,1
Accessories,Technology,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,70.1,3,7,1
Paper,Office Supplies,Xerox 1973,169.02,70.35,8,3,2
Art,Office Supplies,Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99,70.49,13,2.3333333333333335,6
Paper,Office Supplies,Xerox 195,164.32999999999998,70.53999999999999,27,4.375,8
Phones,Technology,LG G3,627.17,70.56,4,2.5,2
Accessories,Technology,First Data FD10 PIN Pad,1279.8,71.1,17,4,4
Furnishings,Furniture,"Seth Thomas 13 1/2"" Wall Clock",316.48,71.13,20,5,5
Paper,Office Supplies,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),155.52,71.27,25,3.6,5
Storage,Office Supplies,"Hot File 7-Pocket, Floor Stand",571.11,71.39,4,4.666666666666667,3
Binders,Office Supplies,Fellowes Binding Cases,271.44,71.96000000000001,31,3.6,5
Furnishings,Furniture,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,72.07,17,3.3333333333333335,6
Art,Office Supplies,Newell 324,263.34000000000003,72.07000000000001,23,3.857142857142857,7
Furnishings,Furniture,"Seth Thomas 16"" Steel Case Clock",376.7699999999999,72.11,14,4.75,4
Supplies,Office Supplies,Acme Box Cutter Scissors,306.9,72.23,31,4.166666666666667,6
Furnishings,Furniture,"Executive Impressions 13"" Chairman Wall Clock",253.8,72.34,11,3.6666666666666665,3
Accessories,Technology,"Maxell 74 Minute CDR, 10/Pack",232.76,72.57,26,3.2,5
Paper,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",172.67,72.7,32,4.142857142857143,7
Paper,Office Supplies,White GlueTop Scratch Pads,186.5,72.78999999999999,14,3.5,2
Appliances,Office Supplies,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",583.59,72.95,6,3.5,2
Phones,Technology,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8000000000001,72.98,5,4.5,2
Furnishings,Furniture,Electrix Fluorescent Magnifier Lamps & Weighted Base,463.79999999999995,73.03,11,6,2
Binders,Office Supplies,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",269.64,73.2,9,5,3
Labels,Office Supplies,Avery 489,159.39000000000001,73.27000000000001,16,4.2,5
Accessories,Technology,Enermax Acrylux Wireless Keyboard,199.2,73.7,2,4.5,2
Bookcases,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",1473.3000000000002,73.73,18,4.333333333333333,6
Binders,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",175.38,73.86000000000001,37,3.5714285714285716,7
Envelopes,Office Supplies,Security-Tint Envelopes,163.49,73.88000000000001,23,4,9
Furnishings,Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.15,73.93,25,4.125,8
Paper,Office Supplies,Xerox 1978,174.56000000000003,74.33,34,4.75,8
Labels,Office Supplies,Avery 503,155.25,74.51,15,3.5,4
Chairs,Furniture,"Situations Contoured Folding Chairs, 4/Set",3002.44,74.53000000000002,55,4.230769230769231,13
Storage,Office Supplies,Iceberg Mobile Mega Data/Printer Cart ,697.9100000000001,74.61,7,4.5,2
Furnishings,Furniture,Ultra Door Pull Handle,265.11,74.77999999999999,27,3.3333333333333335,6
Labels,Office Supplies,Avery 486,168.13,75.16000000000001,24,4.222222222222222,9
Phones,Technology,Wilson Electronics DB Pro Signal Booster,859.1999999999999,75.17999999999999,3,4,2
Phones,Technology,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1135.02,75.24000000000001,22,4.428571428571429,7
Furnishings,Furniture,3M Polarizing Light Filter Sleeves,216.33999999999997,75.35,14,4,4
Paper,Office Supplies,Xerox 1968,165.66,75.35,26,3,5
Accessories,Technology,Logitech�VX Revolution Cordless Laser Mouse for Notebooks (Black),1259.93,75.6,7,4.5,2
Binders,Office Supplies,"Performers Binder/Pad Holder, Black",369.99,75.69,21,4.333333333333333,6
Bookcases,Furniture,"Hon Metal Bookcases, Black",1087.42,75.96000000000001,19,4.333333333333333,3
Phones,Technology,Panasonic KX T7731-B Digital phone,659.93,75.99000000000001,8,4.666666666666667,3
Art,Office Supplies,Deluxe Chalkboard Eraser Cleaner,182.49,76.47,17,4.4,5
Accessories,Technology,Imation�Secure+ Hardware Encrypted USB 2.0�Flash Drive; 16GB,408.74,76.64,7,4,2
Paper,Office Supplies,Xerox 202,171.07000000000002,76.71,28,4,8
Phones,Technology,"BlueLounge Milo Smartphone Stand, White/Metallic",335.89,76.78,12,5,3
Binders,Office Supplies,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",386.08,76.94000000000003,39,4.4,10
Chairs,Furniture,"Global Deluxe Stacking Chair, Gray",764.69,76.97,19,4.142857142857143,7
Storage,Office Supplies,Eldon Simplefile Box Office,345.83,77.13,30,4.75,8
Appliances,Office Supplies,Belkin 7 Outlet SurgeMaster II,276.36,77.38,7,5,2
Phones,Technology,Aastra 6757i CT Wireless VoIP phone,689.4,77.56,4,3.5,2
Paper,Office Supplies,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",181.46,77.64,19,4.4,5
Paper,Office Supplies,Xerox 1997,178.85000000000002,77.76,30,3.75,8
Art,Office Supplies,SANFORD Major Accent Highlighters,209.57,77.87,30,2.4285714285714284,7
Storage,Office Supplies,Sterilite Officeware Hinged File Box,345.84000000000003,78.08999999999999,35,3.5454545454545454,11
Furnishings,Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,168.83999999999997,78.25,13,5,5
Accessories,Technology,Logitech G105 Gaming Keyboard,759.94,78.37,14,2.8,5
Phones,Technology,Panasonic KX TS208W Corded phone,607.48,78.39,15,4.5,4
Paper,Office Supplies,Personal Creations Ink Jet Cards and Labels,160.72,78.75,14,3.3333333333333335,3
Paper,Office Supplies,Xerox 1894,169.78,78.78999999999999,27,2,5
Accessories,Technology,Plantronics Audio 995 Wireless Stereo Headset,373.83,79.16,4,2,2
Phones,Technology,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",239.84,79.31,21,3.8,5
Phones,Technology,AT&T 841000 Phone,1269.6,79.35,23,4,6
Paper,Office Supplies,Xerox 1892,178.3,79.46,5,4,2
Furnishings,Furniture,Howard Miller Distant Time Traveler Alarm Clock,257.75,79.8,11,5.2,5
Phones,Technology,Avaya 4621SW VoIP phone,709.92,79.88,12,3.75,4
Storage,Office Supplies,Recycled Steel Personal File for Hanging File Folders,766.88,80.13000000000001,16,4.8,5
Paper,Office Supplies,Standard Line �While You Were Out� Hardbound Telephone Message Book,211.01,80.44,11,6,2
Appliances,Office Supplies,APC 7 Outlet Network SurgeArrest Surge Protector,305.82000000000005,80.47999999999999,4,5.666666666666667,3
Appliances,Office Supplies,Avanti 1.7 Cu. Ft. Refrigerator,807.8399999999999,80.78999999999999,10,3,2
Paper,Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,200.16,80.91,26,3.2,5
Chairs,Furniture,"Padded Folding Chairs, Black, 4/Carton",1830.1399999999999,80.97999999999999,30,4.125,8
Paper,Office Supplies,Xerox 1882,223.92,81.17,5,5,3
Envelopes,Office Supplies,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",197.82000000000002,81.32,10,3,3
Labels,Office Supplies,Avery 490,177.6,81.4,13,3.2,5
Furnishings,Furniture,Nu-Dell Leatherette Frames,246.65,81.46000000000001,18,2.6666666666666665,3
Appliances,Office Supplies,"Acco Six-Outlet Power Strip, 4' Cord Length",343.08000000000004,81.54000000000002,41,3.7777777777777777,9
Paper,Office Supplies,Xerox 1996,176.26,81.89999999999999,28,2.625,8
Paper,Office Supplies,Xerox 1908,167.94,82.28999999999999,3,4,2
Phones,Technology,Plantronics Calisto P620-M USB Wireless Speakerphone System,940.75,82.32,6,5,2
Storage,Office Supplies,Space Solutions HD Industrial Steel Shelving.,2759.2799999999997,82.78999999999999,24,4.428571428571429,7
Paper,Office Supplies,Xerox 1895,191.36,82.82999999999998,33,4.142857142857143,7
Furnishings,Furniture,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1217.44,83,15,3.25,4
Accessories,Technology,"Maxell 74 Minute CD-R Spindle, 50/Pack",230.67,83.04999999999998,11,4,4
Phones,Technology,Adtran 1202752G1,1108.72,83.16,11,3.5,4
Envelopes,Office Supplies,Laser & Ink Jet Business Envelopes,198.46,83.23,20,3.6,5
Appliances,Office Supplies,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,277.92,83.37,4,3.5,2
Furnishings,Furniture,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1145.09,83.5,15,5.25,4
Appliances,Office Supplies,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,560.67,83.59,13,5.25,4
Paper,Office Supplies,Xerox 1964,219.26000000000002,83.59,11,3.6666666666666665,3
Appliances,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,1119.24,83.94999999999999,5,4,2
Phones,Technology,PureGear Roll-On Screen Protector,291.85,83.96000000000001,20,4.25,4
Phones,Technology,Nokia Lumia 521 (T-Mobile),515.8299999999999,83.98000000000002,20,3.8,5
Phones,Technology,Polycom CX300 Desktop Phone USB VoIP phone,839.94,84,7,4,3
Accessories,Technology,Micro Innovations USB RF Wireless Keyboard with Mouse,440,84.5,18,3.8333333333333335,6
Furnishings,Furniture,DAX Two-Tone Silver Metal Document Frame,234.77999999999997,84.81,13,4.166666666666667,6
Binders,Office Supplies,Plastic Binding Combs,269.67,84.98,23,4,5
Paper,Office Supplies,Xerox 225,197.00000000000003,85.78999999999999,33,3.111111111111111,9
Storage,Office Supplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",347.31,85.80000000000001,32,4,8
Supplies,Office Supplies,Fiskars Softgrip Scissors,307.43999999999994,86.08000000000001,28,4.428571428571429,7
Binders,Office Supplies,GBC Recycled Regency Composition Covers,215.21,86.09,4,4,2
Paper,Office Supplies,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",213.74,86.2,14,3.6666666666666665,3
Storage,Office Supplies,Standard Rollaway File with Lock,1153.22,86.49000000000001,8,2.5,2
Paper,Office Supplies,Xerox 1991,210.13,86.8,10,4.5,4
Appliances,Office Supplies,Holmes 99% HEPA Air Purifier,333.57,86.85,17,5,4
Paper,Office Supplies,Xerox 1934,201.52999999999997,87.33,4,5,2
Phones,Technology,Cisco SPA112 2 Port Phone Adapter,516.53,87.38,11,3.3333333333333335,3
Paper,Office Supplies,"Wirebound Message Book, 4 per Page",184.62,87.68999999999998,35,3.4285714285714284,7
Appliances,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",203.94,87.7,18,3.75,4
Phones,Technology,Avaya 5420 Digital phone,593.96,87.75,5,4,2
Furnishings,Furniture,"Executive Impressions 10"" Spectator Wall Clock",258.72,87.97,22,3.8,5
Envelopes,Office Supplies,Quality Park Security Envelopes,240.77,88.19999999999999,11,4.25,4
Binders,Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder,504.25,88.24,33,4.857142857142857,7
Phones,Technology,Jensen SMPS-640 -�speaker phone,496.58000000000004,88.28,12,4.75,4
Appliances,Office Supplies,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,250.26999999999998,88.35999999999999,7,5.666666666666667,3
Accessories,Technology,Maxell 4.7GB DVD+RW 3/Pack,264.44,88.41000000000001,17,3.5,4
Furnishings,Furniture,"Executive Impressions 13"" Clairmont Wall Clock",315.37,88.46000000000001,20,4.75,8
Paper,Office Supplies,Xerox 1931,209.95,88.64,36,3.875,8
Paper,Office Supplies,Xerox 1982,237.54000000000002,89.53,12,4.666666666666667,3
Appliances,Office Supplies,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",320.64,89.78,4,3.5,2
Binders,Office Supplies,GBC Twin Loop Wire Binding Elements,406.02,89.86,19,4.166666666666667,6
Accessories,Technology,Logitech Wireless Anywhere Mouse MX for PC and Mac,551.9,89.98,11,3.6666666666666665,3
Paper,Office Supplies,Xerox 209,187.92000000000002,90.19,29,2.4,5
Binders,Office Supplies,Avery Legal 4-Ring Binder,258.05,90.21000000000001,16,5,4
Tables,Furniture,Bretford Rectangular Conference Table Tops,2407.2200000000003,90.26,8,4.25,4
Binders,Office Supplies,Clear Mylar Reinforcing Strips,377.54,90.27,29,4,7
Paper,Office Supplies,Xerox 214,215.14000000000001,90.44999999999999,37,4.111111111111111,9
Storage,Office Supplies,Mobile Personal File Cube,449.66,90.63,21,2.6,5
Storage,Office Supplies,Advantus Rolling Storage Box,428.74999999999994,90.71,27,3.9,10
Appliances,Office Supplies,3M Office Air Cleaner,259.8,90.93,10,6,2
Furnishings,Furniture,Executive Impressions Supervisor Wall Clock,319.96,90.94,8,3,3
Phones,Technology,RCA ViSYS 25825 Wireless digital phone,727.95,91,7,4.5,2
Accessories,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",248.29,91.03999999999999,12,4,5
Accessories,Technology,Microsoft Arc Touch Mouse,359.70000000000005,91.12,7,5,2
Appliances,Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,234.45,91.43,5,6,2
Art,Office Supplies,Model L Table or Wall-Mount Pencil Sharpener,402.98,92.11,24,5.4,5
Art,Office Supplies,Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55,92.47999999999999,17,5,4
Paper,Office Supplies,Xerox 1912,201.07999999999998,92.57,11,2.5,4
Phones,Technology,Wireless Extenders zBoost YX545 SOHO Signal Booster,1058.35,92.61,7,4.333333333333333,3
Storage,Office Supplies,Letter Size Cart,600.01,92.86,5,4.333333333333333,3
Furnishings,Furniture,"Tenex ""The Solids"" Textured Chair Mats",615.65,93.04999999999998,9,3.5,4
Storage,Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",368.46,93.16000000000001,11,5.4,5
Art,Office Supplies,Newell 34,460.28,93.26,25,4.571428571428571,7
Bookcases,Furniture,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1223.95,93.35000000000001,25,3.7142857142857144,7
Furnishings,Furniture,"Executive Impressions 14"" Contract Wall Clock",346.79,93.59,17,3.5714285714285716,7
Appliances,Office Supplies,Fellowes 8 Outlet Superior Workstation Surge Protector,508.86,94.27,14,3.75,4
Paper,Office Supplies,Advantus Motivational Note Cards,227.93999999999997,94.33,20,4.4,5
Tables,Furniture,Bevis Boat-Shaped Conference Table,891.17,94.36,4,2,2
Paper,Office Supplies,Petty Cash Envelope,231.85,94.36000000000001,10,3.6666666666666665,3
Art,Office Supplies,Newell 345,476.16999999999996,94.46000000000001,26,3.7777777777777777,9
Furnishings,Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99,94.50999999999999,16,4.333333333333333,6
Paper,Office Supplies,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",196.98000000000002,94.55000000000001,21,3.8,5
Storage,Office Supplies,Pizazz Global Quick File,353.2900000000001,94.61,24,3.5,6
Furnishings,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",357.95,94.77,13,5.25,4
Storage,Office Supplies,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",671.78,94.85,8,4,3
Furnishings,Furniture,Luxo Economy Swing Arm Lamp,338.98,94.92,17,5.6,5
Bookcases,Furniture,"Hon Metal Bookcases, Putty",397.49,95.12,6,3.6666666666666665,3
Storage,Office Supplies,Fellowes High-Stak Drawer Files,2537.14,95.14,18,3.6,5
Phones,Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,542.99,95.2,52,4.1,10
Paper,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",218.08999999999997,95.27000000000001,34,4,7
Binders,Office Supplies,Satellite Sectional Post Binders,377.66999999999996,96.36,12,3.5714285714285716,7
Paper,Office Supplies,Xerox 216,238.46,96.94,42,3.125,8
Furnishings,Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.46,97.16,15,4,5
Furnishings,Furniture,"Computer Room Manger, 14""",409.25,97.42999999999999,15,3.5,6
Paper,Office Supplies,Xerox 188,213.20000000000002,97.54,20,4.125,8
Tables,Furniture,"Iceberg OfficeWorks 42"" Round Tables",996.47,98.13,7,6,3
Binders,Office Supplies,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",334.37,98.26,22,3.142857142857143,7
Furnishings,Furniture,Nu-Dell Executive Frame,409.53999999999996,98.96,39,3.1666666666666665,6
Furnishings,Furniture,Eldon Wave Desk Accessories,266.73,98.99000000000001,61,5.142857142857143,14
Phones,Technology,Mitel MiVoice 5330e IP Phone,1319.96,99,6,3,2
Accessories,Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,499.75,99.55000000000001,26,4,5
Furnishings,Furniture,"DataProducts Ampli Magnifier Task Lamp, Black,",508.73,99.57000000000001,21,2.6,5
Chairs,Furniture,"Global Manager's Adjustable Task Chair, Storm",1600.3899999999999,99.64,14,3,4
Binders,Office Supplies,GBC ProClick Punch Binding System,230.32999999999998,99.81,4,2,2
Storage,Office Supplies,Deluxe Rollaway Locking File with Drawer,998.1099999999999,99.81,3,3.5,2
Phones,Technology,Polycom SoundPoint Pro SE-225 Corded phone,785.33,99.94999999999999,8,6.5,2
Phones,Technology,Nortel Business Series Terminal T7208 Digital phone,1000.73,100.07999999999998,9,4.666666666666667,3
Appliances,Office Supplies,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",711.62,100.46,8,3.3333333333333335,3
Paper,Office Supplies,Xerox 189,209.7,100.66,2,2,2
Appliances,Office Supplies,Fellowes Advanced Computer Series Surge Protectors,386.75,100.66,15,4.333333333333333,6
Paper,Office Supplies,Xerox 1915,209.7,100.66,2,5.5,2
Binders,Office Supplies,GBC Recycled VeloBinder Covers,487.34,100.86999999999999,42,3.875,8
Appliances,Office Supplies,Belkin F9M820V08 8 Outlet Surge,558.74,101,15,3.3333333333333335,3
Binders,Office Supplies,Avery Arch Ring Binders,470.61,101.09,12,2.8,5
Paper,Office Supplies,Xerox 1914,241.82,101.68,5,4.5,2
Paper,Office Supplies,Xerox 1889,241.82,101.68,5,5,2
Appliances,Office Supplies,Fellowes Command Center 5-outlet power strip,596.99,101.76,10,2.3333333333333335,3
